"YEAR_MONTH","REGIONAL_OFFICE_NAME","REGIONAL_OFFICE_CODE","ICB_NAME","ICB_CODE","PCO_NAME","PCO_CODE","PRACTICE_NAME","PRACTICE_CODE","ADDRESS_1","ADDRESS_2","ADDRESS_3","ADDRESS_4","POSTCODE","BNF_CHEMICAL_SUBSTANCE_CODE","BNF_CHEMICAL_SUBSTANCE","BNF_PRESENTATION_CODE","BNF_PRESENTATION_NAME","BNF_CHAPTER_PLUS_CODE",QUANTITY,ITEMS,TOTAL_QUANTITY,ADQ_USAGE,NIC,ACTUAL_COST,"UNIDENTIFIED",SNOMED_CODE
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","2380","Skin Fillers And Protectives","23804708007","Proshield Plus skin protective","23: Stoma Appliances","115.",3,"345.","0.","31.32","28.26677","N",18333811000001103
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","2380","Skin Fillers And Protectives","23804708007","Proshield Plus skin protective","23: Stoma Appliances","345.",1,"345.","0.","31.32","31.32","N",18333811000001103
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","2396","Urostomy Bags","23965609658","Welland Aura convex urostomy bag maxi 35mm clear","23: Stoma Appliances","40.",1,"40.","0.","262.84","262.84","N",34403011000001107
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","2396","Urostomy Bags","23965609659","Welland Aura convex urostomy bag maxi 48mm clear","23: Stoma Appliances","30.",1,"30.","0.","197.13","197.13","N",34403211000001102
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","2396","Urostomy Bags","23965909642","Welland Aura Plus urostomy bag midi 13mm-55mm clear","23: Stoma Appliances","30.",1,"30.","0.","197.55","197.55","N",39454711000001102
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0101021B0","Alginic acid compound preparations","0101021B0AAALAL","Sodium algin 500mg/Potassium bicarb 100mg/5ml susp SF","01: Gastro-Intestinal System","500.",1,"500.","0.","7.59","7.22408","N",38753011000001107
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0102000Y0","Propantheline bromide","0102000Y0AAAFAF","Propantheline bromide 15mg tablets","01: Gastro-Intestinal System","112.",2,"224.","74.66667","41.48","39.43726","N",42357311000001107
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0102000Y0","Propantheline bromide","0102000Y0AAAFAF","Propantheline bromide 15mg tablets","01: Gastro-Intestinal System","180.",1,"180.","60.","33.33","31.78109","N",42357311000001107
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0103050L0","Lansoprazole","0103050L0BBADAG","Zoton FasTab 15mg","01: Gastro-Intestinal System","28.",1,"28.","21.","2.99","2.85337","N",4040911000001100
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0103050T0","Rabeprazole sodium","0103050T0AAAAAA","Rabeprazole 10mg gastro-resistant tablets","01: Gastro-Intestinal System","28.",4,"112.","74.66667","4.","4.0496","N",42357411000001100
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0103050T0","Rabeprazole sodium","0103050T0AAABAB","Rabeprazole 20mg gastro-resistant tablets","01: Gastro-Intestinal System","28.",4,"112.","149.33333","6.08","6.1296","N",42357511000001101
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0105010B0","Mesalazine (Systemic)","0105010B0BDAFAX","Salofalk 1g gastro-resistant modified-release gran sachets","01: Gastro-Intestinal System","100.",1,"100.","62.5","57.48","54.62735","N",5227411000001106
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0105010B0","Mesalazine (Systemic)","0105010B0BDAHAU","Salofalk 1.5g gastro-resistant modified-release gran sachets","01: Gastro-Intestinal System","60.",2,"120.","112.5","97.7","92.85502","N",15640011000001102
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0105010B0","Mesalazine (Systemic)","0105010B0BDAIAJ","Salofalk 1g suppositories","01: Gastro-Intestinal System","30.",2,"60.","37.5","59.24","56.31203","N",18242711000001108
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0105010B0","Mesalazine (Systemic)","0105010B0BDAKAZ","Salofalk 3g gastro-resistant modified-release gran sachets","01: Gastro-Intestinal System","30.",3,"90.","168.75","146.55","139.58253","N",19641711000001102
"2026-01","MIDLANDS","Y60","NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD","QPM","NHS NORTHAMPTONSHIRE ICB - 78H","78H00","ELEANOR CROSS HEALTHCARE","K83010","DELAPRE MEDICAL CENTRE","GLOUCESTER AVENUE","NORTHAMPTON","NORTHAMPTONSHIRE","NN4 8QF","0105010B0","Mesalazine (Systemic)","0105010B0BDALBC","Salofalk 1g gastro-resistant tablets","01: Gastro-Intestinal System","90.",1,"90.","56.25","58.5","58.5124","N",35129411000001102
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAADAD","Pregabalin 100mg capsules","04: Central Nervous System","56.",4,"224.","74.66667","3.72","4.1696","N",42135011000001107
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAADAD","Pregabalin 100mg capsules","04: Central Nervous System","84.",4,"336.","112.","5.56","5.6096","N",42135011000001107
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAEAE","Pregabalin 150mg capsules","04: Central Nervous System","84.",4,"336.","168.","8.28","8.7296","N",42135111000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAEAE","Pregabalin 150mg capsules","04: Central Nervous System","112.",2,"224.","112.","5.52","5.5448","N",42135111000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAEAE","Pregabalin 150mg capsules","04: Central Nervous System","56.",6,"336.","168.","8.28","8.3544","N",42135111000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAEAE","Pregabalin 150mg capsules","04: Central Nervous System","28.",1,"28.","14.","0.69","0.8024","N",42135111000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAFAF","Pregabalin 200mg capsules","04: Central Nervous System","56.",1,"56.","37.33333","1.55","1.6624","N",42135211000001102
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAFAF","Pregabalin 200mg capsules","04: Central Nervous System","112.",1,"112.","74.66667","3.09","3.2024","N",42135211000001102
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAGAG","Pregabalin 300mg capsules","04: Central Nervous System","56.",3,"168.","168.","6.18","6.2172","N",42135511000001104
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AE","Pregabalin","0408010AEAAAIAI","Pregabalin 225mg capsules","04: Central Nervous System","56.",1,"56.","42.","1.54","1.5524","N",42135311000001105
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AH","Lacosamide","0408010AHAAADAD","Lacosamide 200mg tablets","04: Central Nervous System","56.",1,"56.","0.","3.75","3.7624","N",42130311000001103
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AK","Perampanel","0408010AKAAADAD","Perampanel 8mg tablets","04: Central Nervous System","28.",1,"28.","0.","140.","133.03421","N",42133611000001104
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010AK","Perampanel","0408010AKAAAEAE","Perampanel 10mg tablets","04: Central Nervous System","28.",2,"56.","0.","280.","266.06841","N",42133111000001107
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBAAAB","Tegretol 100mg tablets","04: Central Nervous System","7.",4,"28.","3.5","0.68","1.09571","N",680511000001100
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBABAC","Tegretol 200mg tablets","04: Central Nervous System","112.",1,"112.","28.","5.11","4.9677","N",443711000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBACAD","Tegretol 400mg tablets","04: Central Nervous System","14.",4,"56.","28.","5.04","5.23839","N",702711000001104
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBAEAG","Tegretol Prolonged Release 200mg tablets","04: Central Nervous System","56.",1,"56.","14.","5.2","4.95321","N",261911000001101
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBAEAG","Tegretol Prolonged Release 200mg tablets","04: Central Nervous System","14.",4,"56.","14.","5.2","5.39041","N",261911000001101
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBAEAG","Tegretol Prolonged Release 200mg tablets","04: Central Nervous System","7.",4,"28.","7.","2.6","2.92","N",261911000001101
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBAEAG","Tegretol Prolonged Release 200mg tablets","04: Central Nervous System","168.",1,"168.","42.","15.6","14.83483","N",261911000001101
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010C0","Carbamazepine","0408010C0BBAFAH","Tegretol Prolonged Release 400mg tablets","04: Central Nervous System","14.",20,"280.","140.","51.2","50.89598","N",662611000001103
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010D0","Oxcarbazepine","0408010D0AAADAD","Oxcarbazepine 600mg tablets","04: Central Nervous System","90.",1,"90.","72.","92.2","92.3124","N",42133011000001106
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAA1A1","Lamotrigine 200mg tablets","04: Central Nervous System","112.",1,"112.","112.","4.38","3.51463","N",42130711000001104
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAA1A1","Lamotrigine 200mg tablets","04: Central Nervous System","56.",1,"56.","56.","2.19","1.76352","N",42130711000001104
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAAAAA","Lamotrigine 100mg tablets","04: Central Nervous System","112.",2,"224.","112.","5.56","4.47055","N",42130611000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAAAAA","Lamotrigine 100mg tablets","04: Central Nervous System","28.",1,"28.","14.","0.7","0.67212","N",42130611000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAAAAA","Lamotrigine 100mg tablets","04: Central Nervous System","14.",4,"56.","28.","1.4","1.56903","N",42130611000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAAAAA","Lamotrigine 100mg tablets","04: Central Nervous System","56.",6,"336.","168.","8.34","6.74303","N",42130611000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAAAAA","Lamotrigine 100mg tablets","04: Central Nervous System","7.",4,"28.","14.","0.68","0.99333","N",42130611000001108
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAABAB","Lamotrigine 50mg tablets","04: Central Nervous System","112.",1,"112.","28.","2.36","1.89945","N",42131011000001105
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAABAB","Lamotrigine 50mg tablets","04: Central Nervous System","56.",5,"280.","70.","5.9","4.77962","N",42131011000001105
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAABAB","Lamotrigine 50mg tablets","04: Central Nervous System","168.",1,"168.","42.","3.54","2.84297","N",42131011000001105
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAACAC","Lamotrigine 25mg tablets","04: Central Nervous System","112.",3,"336.","42.","5.46","4.40299","N",42130911000001102
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAACAC","Lamotrigine 25mg tablets","04: Central Nervous System","56.",1,"56.","7.","0.91","0.74003","N",42130911000001102
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0AAACAC","Lamotrigine 25mg tablets","04: Central Nervous System","28.",1,"28.","3.5","0.46","0.48021","N",42130911000001102
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0BBAAAB","Lamictal 50mg tablets","04: Central Nervous System","56.",1,"56.","14.","40.02","38.03763","N",2927711000001103
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010H0","Lamotrigine","0408010H0BBAGA1","Lamictal 200mg tablets","04: Central Nervous System","112.",1,"112.","112.","234.7","234.7124","N",3145211000001105
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010N0","Phenobarbital","0408010N0AAAJAJ","Phenobarbital 30mg tablets","04: Central Nervous System","90.",1,"90.","30.","2.44","2.5524","N",42133911000001105
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010Q0","Phenytoin sodium","0408010Q0AAAGAG","Phenytoin sodium 100mg tablets","04: Central Nervous System","21.",4,"84.","28.","30.56","29.48636","N",42134311000001106
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010Q0","Phenytoin sodium","0408010Q0AAAPAP","Phenytoin sodium 50mg capsules","04: Central Nervous System","7.",4,"28.","4.66667","7.08","7.1767","N",42134611000001101
"2026-01","LONDON","Y56","NHS NORTH WEST LONDON INTEGRATED CARE BOARD","QRV","NHS NORTH WEST LONDON ICB - W2U3Z","W2U3Z","MAPESBURY MEDICAL GROUP","E84012","THE WINDMILL MED.PRACTICE","65 SHOOT-UP-HILL","","LONDON","NW2 3PS","0408010Q0","Phenytoin sodium","0408010Q0AAAQAQ","Phenytoin sodium 300mg capsules","04: Central Nervous System","56.",1,"56.","56.","34.5","34.5124","N",42134511000001100
